"link";"titulo";"preco";"cidade";"bairro";"adicional";"tem_quarto";"tem_area";"tem_taxa";"tem_garagem";"qtd_quarto";"taxa_condominio";"area_condominio";"cep";"garagem";"ender_completo_cep";"lat";"lon"
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-costa-barros-r-590-00-266069770";"Apartamento - COSTA BARROS - R$ 590,00";590;"Rio de Janeiro";" Costa Barros";" 52 m²";FALSE;TRUE;FALSE;FALSE;NA;NA;52;"21532200";NA;"Estrada de Botafogo, 21532200, Costa Barros, Rio de Janeiro, RJ";-22,8214059662954;-43,363371799044
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitnet-rocha-miranda-266069769";"Kitnet - ROCHA MIRANDA";450;"Rio de Janeiro";" Turiaçu";" 40 m²";FALSE;TRUE;FALSE;FALSE;NA;NA;40;"21540010";NA;"Estrada do Otaviano, 21540010, Turiaçu, Rio de Janeiro, RJ";-22,8598508026056;-43,3464679556263
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-tomas-coelho-266069758";"Apartamento - TOMAS COELHO ";780;"Rio de Janeiro";" Tomás Coelho";" 50 m² | Condomínio: RS 211 | 1 vaga";FALSE;TRUE;TRUE;TRUE;NA;211;50;"21220300";1;"Avenida Pastor Martin Luther King Jr, 21220300, Tomás Coelho, Rio de Janeiro, RJ";-22,8658601671034;-43,3046992777201
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-vila-da-penha-266069711";"Apartamento - VILA DA PENHA ";850;"Rio de Janeiro";" Braz De Pina";" 56 m²";FALSE;TRUE;FALSE;FALSE;NA;NA;56;"21211090";NA;"Rua Lícia, 21211090, Braz de Pina, Rio de Janeiro, RJ";-22,8370316865475;-43,3024451498658
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-iraja-266069709";"Apartamento - IRAJA";950;"Rio de Janeiro";" Colégio";" 50 m² | Condomínio: RS 215 | 1 vaga";FALSE;TRUE;TRUE;TRUE;NA;215;50;"21235830";1;"Rua Hilton Gadret, 21235830, Colégio, Rio de Janeiro, RJ";-22,8365609775334;-43,327802383934
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-iraja-r-1-100-00-266069702";"Apartamento - IRAJA - R$ 1.100,00";1100;"Rio de Janeiro";" Penha Circular";" 70 m² | Condomínio: RS 345";FALSE;TRUE;TRUE;FALSE;NA;345;70;"21221265";NA;"Rua Tomás Lopes, 21221265, Vila da Penha, Rio de Janeiro, RJ";-22,8417346981627;-43,3023920628543
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-vila-da-penha-r-1-200-00-266069598";"Apartamento - VILA DA PENHA - R$ 1.200,00";1200;"Rio de Janeiro";" Vila Kosmos";" 65 m² | Condomínio: RS 250";FALSE;TRUE;TRUE;FALSE;NA;250;65;"21220203";NA;"Avenida Meriti, 21220203, Vila Kosmos, Rio de Janeiro, RJ";-22,8542574394143;-43,3087072588166
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-maria-da-graca-r-1-000-00-266069597";"Apartamento - MARIA DA GRACA - R$ 1.000,00";1000;"Rio de Janeiro";" Maria da Graça";" 64 m² | Condomínio: RS 165";FALSE;TRUE;TRUE;FALSE;NA;165;64;"20785420";NA;"Rua Feliciano de Aguiar, 20785420, Maria da Graça, Rio de Janeiro, RJ";-22,88315007013;-43,2656552094658
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-engenho-da-rainha-266069590";"Apartamento - ENGENHO DA RAINHA ";700;"Rio de Janeiro";" Engenho da Rainha";" 63 m² | Condomínio: RS 220";FALSE;TRUE;TRUE;FALSE;NA;220;63;"20766680";NA;"Rua Valinhos, 20766680, Engenho da Rainha, Rio de Janeiro, RJ";-22,8629526009795;-43,2959872861734
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-turiacu-r-800-00-266069588";"Apartamento - TURIACU - R$ 800,00";800;"Rio de Janeiro";" Turiaçu";" 65 m²";FALSE;TRUE;FALSE;FALSE;NA;NA;65;"21540300";NA;"Rua Moisés Santana, 21540300, Turiaçu, Rio de Janeiro, RJ";-22,8611410150177;-43,3407892475395
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-vila-da-penha-r-1-300-00-266069587";"Apartamento - VILA DA PENHA - R$ 1.300,00";1300;"Rio de Janeiro";" Vila da Penha";" 52 m² | Condomínio: RS 130";FALSE;TRUE;TRUE;FALSE;NA;130;52;"21221340";NA;"Rua Gilberto Goulart de Andrade, 21221340, Vila da Penha, Rio de Janeiro, RJ";-22,8447628122951;-43,3095789281313
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-apartamento-ilha-do-governador-266069395";"Excelente apartamento Ilha do governador";800;"Rio de Janeiro";" Cocotá";" 2 quarto | 58 m² | Condomínio: RS 201 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;201;58;"21921548";1;"Rua José de Almeida Barreto, 21921548, Cocotá, Rio de Janeiro, RJ";-22,8111536337103;-43,1813491625224
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/otimo-apartamento-jardim-guanabara-266066565";"Ótimo apartamento Jardim Guanabara";1700;"Rio de Janeiro";" Jardim Guanabara";" 2 quarto | 84 m² | Condomínio: RS 605";TRUE;TRUE;TRUE;FALSE;2;605;84;"21941288";NA;"Rua Repouso, 21941288, Jardim Guanabara, Rio de Janeiro, RJ";-22,8136279515249;-43,2120454630491
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitnet-em-copacabana-266061885";"Kitnet em Copacabana";2000;"Rio de Janeiro";" Copacabana";" 1 quarto";TRUE;FALSE;FALSE;FALSE;1;NA;NA;"22070001";NA;"Avenida Atlântica, 22070001, Copacabana, Rio de Janeiro, RJ";-22,9718243334097;-43,1852488422687
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-apartamento-no-conjunto-do-moinho-em-campo-grande-266056917";"Alugo apartamento no conjunto do moinho em campo grande";65;"Rio de Janeiro";" Campo Grande";" 2 quarto | Condomínio: RS 150 | 1 vaga";TRUE;FALSE;TRUE;TRUE;2;150;NA;"23040640";1;"Rua Severino Ferreira da Costa, 23040640, Campo Grande, Rio de Janeiro, RJ";-22,9226073209402;-43,547712484534
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-de-1-quarto-na-rua-do-senado-centro-248128240";"Apartamento de 1 quarto na Rua do Senado - Centro";1000;"Rio de Janeiro";" Centro";" 1 quarto | 40 m² | Condomínio: RS 370";TRUE;TRUE;TRUE;FALSE;1;370;40;"20231006";NA;"Rua do Senado, 20231006, Centro, Rio de Janeiro, RJ";-22,910131848627;-43,1892337139624
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/loft-com-cama-suspensa-banheiro-com-blindex-maquina-de-lavar-secador-de-roupa-249159814";"Loft com cama suspensa,banheiro com blindex,maquina de lavar,secador de roupa";2500;"Rio de Janeiro";" Copacabana";" 1 quarto | 25 m² | Condomínio: RS 380";TRUE;TRUE;TRUE;FALSE;1;380;25;"22081000";NA;"Rua Bulhões de Carvalho, 22081000, Copacabana, Rio de Janeiro, RJ";-22,9841895337979;-43,1938331331642
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-2-quartos-condominio-galeoes-pechincha-233631032";"Apartamento 2 quartos. Condomínio Galeões - Pechincha";1100;"Rio de Janeiro";" Pechincha";" 2 quarto | 50 m² | Condomínio: RS 366 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;366;50;"22743010";1;"Avenida Geremário Dantas, 22743010, Pechincha, Rio de Janeiro, RJ";-22,9335004319165;-43,3523813352417
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-apartamento-impecavel-barra-sul-266054025";"Alugo Apartamento Impecável Barra Sul";1700;"Rio de Janeiro";" Barra da Tijuca";" 2 quarto | 60 m² | Condomínio: RS 665 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;665;60;"22793380";1;"Avenida Adolpho de Vasconcelos, 22793380, Barra da Tijuca, Rio de Janeiro, RJ";-23,0083552346974;-43,4301024603666
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/rua-pinto-guedes-120-apto-302-266048295";"Rua Pinto Guedes, 120 apto 302";1600;"Rio de Janeiro";" Tijuca";" 2 quarto | 75 m² | Condomínio: RS 550";TRUE;TRUE;TRUE;FALSE;2;550;75;"20511320";NA;"Rua Pinto Guedes, 20511320, Tijuca, Rio de Janeiro, RJ";-22,9334302453024;-43,245172968396
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-na-tijuca-3-quartos-mais-1-reversivel-266042222";"Apartamento na Tijuca, 3 quartos, mais 1 reversível";2000;"Rio de Janeiro";" Tijuca";" 3 quarto | 93 m² | Condomínio: RS 640";TRUE;TRUE;TRUE;FALSE;3;640;93;"20550035";NA;"Rua Alzira Brandão, 20550035, Tijuca, Rio de Janeiro, RJ";-22,9229612707182;-43,224497532491
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-de-1-quarto-amplo-perto-de-tudo-e-do-centro-comercio-r740-00-266041597";"Apartamento de 1 Quarto amplo perto de tudo e do centro,comércio R740,00";740;"Rio de Janeiro";" Rio Comprido";" 1 quarto | 36 m²";TRUE;TRUE;FALSE;FALSE;1;NA;36;"20251061";NA;"Rua Barão de Petrópolis, 20251061, Rio Comprido, Rio de Janeiro, RJ";-22,9300054634711;-43,2020231058407
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apto-mobiliado-ou-nao-cidade-jardim-barra-olimpica-266038507";"Apto mobiliado (ou não) Cidade Jardim/Barra Olímpica";2000;"Rio de Janeiro";" Jacarepaguá";" 2 quarto | 69 m² | Condomínio: RS 930 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;930;69;"22775033";1;"Avenida Vice-Presidente José Alencar, 22775033, Jacarepaguá, Rio de Janeiro, RJ";-22,9661349638815;-43,3860444133008
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/hotel-residencia-em-copacabana-254872635";"Hotel Residencia em Copacabana";3000;"Rio de Janeiro";" Copacabana";" 1 quarto | 65 m² | Condomínio: RS 1250 | 1 vaga";TRUE;TRUE;TRUE;TRUE;1;1250;65;"22050031";1;"Rua Barão de Ipanema, 22050031, Copacabana, Rio de Janeiro, RJ";-22,9751597662236;-43,1894267771864
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apt-ao-lado-universidade-castelo-branco-aluguel-venda-266033452";"Apt° ao lado universidade castelo branco Aluguel/venda";800;"Rio de Janeiro";" Realengo";" 1 quarto | Condomínio: RS 0 | 1 vaga";TRUE;FALSE;TRUE;TRUE;1;0;NA;"21715000";1;"Rua Professor Carlos Wenceslau, 21715000, Realengo, Rio de Janeiro, RJ";-22,8792516819601;-43,439116208329
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-laranjeiras-266032775";"Apartamento Laranjeiras";3500;"Rio de Janeiro";" Laranjeiras";" 3 quarto | 110 m² | Condomínio: RS 780";TRUE;TRUE;TRUE;FALSE;3;780;110;"22231090";NA;"Rua Pinheiro Machado, 22231090, Laranjeiras, Rio de Janeiro, RJ";-22,9370334973871;-43,1840210042199
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/recreio-apt-2-qt-s-sendo-1-suite-266031161";"Recreio - Aptº 2 Qtºs sendo 1 suíte";1700;"Rio de Janeiro";" Recreio Dos Bandeirantes";" 2 quarto | 1 vaga";TRUE;FALSE;FALSE;TRUE;2;NA;NA;"22795295";1;"Rua Jorge Yunes, 22795295, Recreio dos Bandeirantes, Rio de Janeiro, RJ";-23,0205709198325;-43,4566579116392
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apto-de-2-quartos-na-rua-uruguai-parte-nobre-237510769";"Apto. de 2 quartos, na rua Uruguai (parte nobre)";2600;"Rio de Janeiro";" Tijuca";" 2 quarto | 83 m² | Condomínio: RS 493 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;493;83;"20510060";1;"Rua Uruguai, 20510060, Andaraí, Rio de Janeiro, RJ";-22,9292209094261;-43,2428344611872
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitnet-e-aparto-amplo-no-rio-comprido-perto-do-centro-tx-100-r650-00-terreo-rua-br-721-266023863";"Kitnet e/aparto amplo no rio comprido perto do centro tx.100, R650,00 térreo rua br 721";650;"Rio de Janeiro";" Rio Comprido";" 1 quarto | 33 m²";TRUE;TRUE;FALSE;FALSE;1;NA;33;"20251061";NA;"Rua Barão de Petrópolis, 20251061, Rio Comprido, Rio de Janeiro, RJ";-22,928632608779;-43,2032535871929
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitchenette-sala-comercial-em-ipanema-30m2-excelente-localizacao-208299898";"Kitchenette/Sala Comercial em Ipanema, 30m2, Excelente Localização";1500;"Rio de Janeiro";" Ipanema";" 1 quarto | 30 m² | Condomínio: RS 500";TRUE;TRUE;TRUE;FALSE;1;500;30;"22410001";NA;"Rua Visconde de Pirajá, 22410001, Ipanema, Rio de Janeiro, RJ";-22,9842624019391;-43,2043417120884
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-conjugado-em-botafogo-266020312";"Apartamento conjugado em Botafogo";1300;"Rio de Janeiro";" Botafogo";" 1 quarto | 20 m² | Condomínio: RS 429";TRUE;TRUE;TRUE;FALSE;1;429;20;"22250040";NA;"Praia de Botafogo, 22250040, Botafogo, Rio de Janeiro, RJ";-22,946806044797;-43,1823280520368
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/perfeito-apto-na-freguesia-266019313";"Perfeito apto na freguesia";690;"Rio de Janeiro";" Freguesia";" 1 quarto | 28 m² | Condomínio: RS 80";TRUE;TRUE;TRUE;FALSE;1;80;28;"22743370";NA;"Rua Ernani de Freitas, 22743370, Freguesia (Jacarepaguá), Rio de Janeiro, RJ";-22,9260841299835;-43,3427502051638
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-lindo-em-campinho-266018846";"Apartamento lindo em campinho";550;"Rio de Janeiro";" Madureira";" 1 quarto | Condomínio: RS 120";TRUE;FALSE;TRUE;FALSE;1;120;NA;"21341140";NA;"Rua Maria José, 21341140, Madureira, Rio de Janeiro, RJ";-22,8798985168412;-43,3467842310073
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-apartamento-2-quartos-tijuca-afonso-pena-266018556";"Alugo apartamento 2 quartos Tijuca Afonso Pena";2100;"Rio de Janeiro";" Tijuca";" 2 quarto | 61 m² | Condomínio: RS 540";TRUE;TRUE;TRUE;FALSE;2;540;61;"20270233";NA;"Rua Doutor Satamini, 20270233, Tijuca, Rio de Janeiro, RJ";-22,9178867178218;-43,2165938388271
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-2-quartos-266017980";"Apartamento | 2 quartos";1800;"Rio de Janeiro";" Tijuca";" 2 quarto | 85 m² | Condomínio: RS 805 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;805;85;"20520160";1;"Rua Clóvis Beviláqua, 20520160, Tijuca, Rio de Janeiro, RJ";-22,9297111024785;-43,2347347097059
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-em-s-f-xavier-padrao-2-qts-1-banh-1-vaga-varanda-266017097";"Apartamento em S. F. Xavier padrão 2 Qts 1 banh 1 vaga varanda";1500;"Rio de Janeiro";" São Francisco Xavier";" 2 quarto | 51 m² | Condomínio: RS 380 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;380;51;"20950004";1;"Avenida Marechal Rondon, 20950004, São Francisco Xavier, Rio de Janeiro, RJ";-22,9050695878779;-43,2429948093254
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitinete-mobiliado-no-centro-vista-do-porto-266016817";"Kitinete mobiliado no centro, Vista do porto";1200;"Rio de Janeiro";" Saúde";" 1 quarto | 35 m² | Condomínio: RS 300";TRUE;TRUE;TRUE;FALSE;1;300;35;"20081170";NA;"Rua Jogo da Bola, 20081170, Saúde, Rio de Janeiro, RJ";-22,8989234747539;-43,1842907446781
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-oportunidade-266014807";"Excelente Oportunidade";2800;"Rio de Janeiro";" Laranjeiras";" 2 quarto | 70 m² | Condomínio: RS 890 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;890;70;"22231090";1;"Rua Pinheiro Machado, 22231090, Laranjeiras, Rio de Janeiro, RJ";-22,9375844667367;-43,1832079558699
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/maravilhoso-apto-3-quartos-2-suites-semi-mobiliado-condominio-c-infra-total-240832174";"Maravilhoso apto 3 quartos (2 suítes)semi-mobiliado condomínio c/Infra Total";1350;"Rio de Janeiro";" Pc Seca";" 3 quarto | 70 m² | Condomínio: RS 550 | 1 vaga";TRUE;TRUE;TRUE;TRUE;3;550;70;"21321620";1;"Rua Barão, 21321620, Praça Seca, Rio de Janeiro, RJ";-22,8995855873325;-43,3514457044557
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-oportunidade-266012559";"Excelente Oportunidade";3900;"Rio de Janeiro";" Flamengo";" 3 quarto | 116 m² | Condomínio: RS 930 | 1 vaga";TRUE;TRUE;TRUE;TRUE;3;930;116;"22220040";1;"Rua Dois de Dezembro, 22220040, Flamengo, Rio de Janeiro, RJ";-22,9300857475594;-43,1761878610199
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/grajau-aconchegante-266011953";"Grajaú Aconchegante";1800;"Rio de Janeiro";" Vila Isabel";" 2 quarto | 80 m² | Condomínio: RS 450 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;450;80;"20560140";1;"Rua Joubert de Carvalho, 20560140, Vila Isabel, Rio de Janeiro, RJ";-22,9167668960602;-43,2587007778032
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apt-2q-suite-godofredo-viana-condominio-los-angeles-229385603";"APT 2Q Suíte - Godofredo Viana - Condomínio Los Angeles";800;"Rio de Janeiro";" Taquara";" 2 quarto | 60 m² | Condomínio: RS 550 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;550;60;"22730020";1;"Rua Godofredo Viana, 22730020, Taquara, Rio de Janeiro, RJ";-22,9139984479587;-43,3659231047648
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-apartamento-padrao-reformado-266010261";"Alugo Apartamento Padrão_Reformado";1700;"Rio de Janeiro";" Tijuca";" 1 quarto | 61 m² | Condomínio: RS 242 | 1 vaga";TRUE;TRUE;TRUE;TRUE;1;242;61;"20510052";1;"Rua Uruguai, 20510052, Tijuca, Rio de Janeiro, RJ";-22,9338480204695;-43,2404709786615
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/oportunidade-cobertura-no-grajau-rj-266010044";"OPORTUNIDADE! Cobertura no Grajaú - RJ";2000;"Rio de Janeiro";" Turiaçu";" 2 quarto | 180 m² | Condomínio: RS 765 | 2 vagas";TRUE;TRUE;TRUE;TRUE;2;765;180;"21540280";2;"Rua Mar Del Plata, 21540280, Turiaçu, Rio de Janeiro, RJ";-22,8615069933067;-43,3373275440896
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/kitinete-266009803";"Kitinete";500;"Rio de Janeiro";" Taquara";"";FALSE;FALSE;FALSE;FALSE;NA;NA;NA;"22775780";NA;"Estrada Santa Efigênia, 22775780, Taquara, Rio de Janeiro, RJ";-22,941098640419;-43,371479664261
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-em-sao-cristovao-3-quartos-com-dependencia-266007930";"Apartamento em São Cristóvão 3 quartos com dependência";2200;"Rio de Janeiro";" São Cristóvão";" 3 quarto | 90 m² | Condomínio: RS 620";TRUE;TRUE;TRUE;FALSE;3;620;90;"20940050";NA;"Rua do Parque, 20940050, São Cristóvão, Rio de Janeiro, RJ";-22,9037485269513;-43,2225076100763
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/loft-moderno-na-lapa-mobiliado-rj-266007317";"Loft moderno na Lapa - mobiliado - RJ";2100;"Rio de Janeiro";" Centro";" 1 quarto | 40 m² | Condomínio: RS 610";TRUE;TRUE;TRUE;FALSE;1;610;40;"20231015";NA;"Avenida Gomes Freire, 20231015, Centro, Rio de Janeiro, RJ";-22,9135730335432;-43,1831152793147
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/lindo-studio-flamengo-mensal-trimestral-248325013";"Lindo studio/Flamengo, mensal/trimestral";2100;"Rio de Janeiro";" Flamengo";" 1 quarto | 24 m² | Condomínio: RS 350";TRUE;TRUE;TRUE;FALSE;1;350;24;"22230001";NA;"Rua Senador Vergueiro, 22230001, Flamengo, Rio de Janeiro, RJ";-22,9364747607946;-43,1761375564598
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-ap-mobiliado-pechincha-266005329";"Alugo Ap. mobiliado pechincha";1700;"Rio de Janeiro";" Pechincha";" 2 quarto | 65 m² | Condomínio: RS 300 | 2 vagas";TRUE;TRUE;TRUE;TRUE;2;300;65;"22770235";2;"Rua Professor Henrique Costa, 22770235, Pechincha, Rio de Janeiro, RJ";-22,9336649359106;-43,3629059544325
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-espetacular-3qts-bairro-de-fatima-266002006";"Apartamento espetacular 3qts Bairro de Fátima";2500;"Rio de Janeiro";" Centro";" 3 quarto | 94 m² | Condomínio: RS 618 | 1 vaga";TRUE;TRUE;TRUE;TRUE;3;618;94;"20231091";1;"Rua do Resende, 20231091, Centro, Rio de Janeiro, RJ";-22,9126550119123;-43,1865048611562
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-a-5minuto-do-largo-da-taquara-266001832";"Apartamento a 5minuto do largo da taquara";850;"Rio de Janeiro";" Taquara";" 1 quarto";TRUE;FALSE;FALSE;FALSE;1;NA;NA;"22713760";NA;"Rua Canário da Terra, 22713760, Taquara, Rio de Janeiro, RJ";-22,9279337137749;-43,3868350146297
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/freguesia-linha-amarela-263303774";"Freguesia Linha Amarela";1900;"Rio de Janeiro";" Freguesia";" 3 quarto | 85 m² | Condomínio: RS 700 | 1 vaga";TRUE;TRUE;TRUE;TRUE;3;700;85;"22760400";1;"Avenida Geremário Dantas, 22760400, Freguesia (Jacarepaguá), Rio de Janeiro, RJ";-22,9384024510351;-43,3479094803326
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/leblon-na-visconde-de-albuquerque-otimo-3-quartos-com-deposito-265998339";"Leblon na Visconde de Albuquerque, otimo 3 quartos com deposito";10000;"Rio de Janeiro";" Ipanema";" 3 quarto | 200 m² | Condomínio: RS 4000 | 2 vagas";TRUE;TRUE;TRUE;TRUE;3;4000;200;"22410000";2;"Rua Visconde de Pirajá, 22410000, Ipanema, Rio de Janeiro, RJ";-22,983763623689;-43,2053888477782
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-em-campo-grande-265995478";"Apartamento em Campo Grande";800;"Rio de Janeiro";" Campo Grande";" 2 quarto | 100 m² | Condomínio: RS 100 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;100;100;"23080300";1;"Estrada Rio do A, 23080300, Campo Grande, Rio de Janeiro, RJ";-22,8978305578102;-43,5640503870513
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-humaita-2-quartos-249095043";"Apartamento Humaita, 2 quartos";2350;"Rio de Janeiro";" Humaitá";" 2 quarto | 65 m² | Condomínio: RS 450";TRUE;TRUE;TRUE;FALSE;2;450;65;"22261005";NA;"Rua do Humaitá, 22261005, Humaitá, Rio de Janeiro, RJ";-22,9588647823951;-43,2003143586136
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-em-santa-cruz-2qts-265994316";"Apartamento em Santa Cruz 2qts";550;"Rio de Janeiro";" Santa Cruz";" 2 quarto | 55 m² | Condomínio: RS 170 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;170;55;"23520572";1;"Rua Felipe Cardoso, 23520572, Santa Cruz, Rio de Janeiro, RJ";-22,930083167168;-43,6746644634511
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/cobertura-duplex-em-icarai-com-3-quartos-e-piscina-265994139";"Cobertura Duplex em Icaraí, com 3 quartos e piscina";1500;"Niterói";" Icaraí";" 3 quarto | 140 m² | Condomínio: RS 1210 | 1 vaga";TRUE;TRUE;TRUE;TRUE;3;1210;140;"24230540";1;"Rua Joaquim Távora, 24230540, Icaraí, Niterói, RJ";-22,912154714827;-43,1056943679145
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-apto-mobiliado-em-condominio-de-alto-padrao-na-barra-jacarepagua-265976158";"Alugo Apto. Mobiliado em condomínio de alto padrão na Barra/Jacarepaguá";2200;"Rio de Janeiro";" Barra da Tijuca";" 2 quarto | 70 m² | Condomínio: RS 850 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;850;70;"22775040";1;"Avenida Embaixador Abelardo Bueno, 22775040, Jacarepaguá, Rio de Janeiro, RJ";-22,9735262786115;-43,382152504131
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-com-sala-quarto-cozinha-e-banheiro-265989789";"Apartamento com sala, quarto, cozinha e banheiro";700;"Rio de Janeiro";" Madureira";" 1 quarto | 55 m² | Condomínio: RS 300 | 1 vaga";TRUE;TRUE;TRUE;TRUE;1;300;55;"21341140";1;"Rua Maria José, 21341140, Madureira, Rio de Janeiro, RJ";-22,8802078296274;-43,3468274968288
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-condominio-barra-sul-249745114";"Apartamento Condomínio Barra Sul";1700;"Rio de Janeiro";" Barra da Tijuca";" 2 quarto | 60 m² | Condomínio: RS 665 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;665;60;"22793380";1;"Avenida Adolpho de Vasconcelos, 22793380, Barra da Tijuca, Rio de Janeiro, RJ";-23,0080402196045;-43,4294310769537
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/compacto-ideal-para-solteiros-ou-casal-sem-filhos-19m2-em-guaratiba-263294310";"Compacto Ideal para Solteiros ou Casal sem Filhos - 19m2 em Guaratiba";400;"Rio de Janeiro";" Guaratiba";" 1 quarto | 19 m² | Condomínio: RS 0 | 1 vaga";TRUE;TRUE;TRUE;TRUE;1;0;19;"23031080";1;"Avenida Campo Mourão, 23031080, Guaratiba, Rio de Janeiro, RJ";-22,9613722328339;-43,6055353471063
"http://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/apartamento-padrao-265987287";"Apartamento Padrão";1500;"Rio de Janeiro";" Barra da Tijuca";" 2 quarto | 52 m² | Condomínio: RS 400 | 1 vaga";TRUE;TRUE;TRUE;TRUE;2;400;52;"22775040";1;"Avenida Embaixador Abelardo Bueno, 22775040, Jacarepaguá, Rio de Janeiro, RJ";-22,9736014283193;-43,3814835281527
